TrxNo,PlazaNo,LaneNo,EntryPlaza,JobNo,TransactionDateTime,Trx,AVC,PaymentMode,FareAmount(RM),MfgNoTagID,PaidAmount(RM),Balance,AccountType,VehicleNo,Code,Remark,PenaltyCode
344,202,M01,,2,1/10/2025 16:24,1,,ENTRY,,1265875503,,,,,,,
302,202,K04,201,2,1/10/2025 16:24,1,1,TNG,4.5,1128702991,4.50,4.10,,,,,
371,202,K01,201,4,1/10/2025 16:24,1,1,TNG,4.5,2268812367,4.50,9.72,,,,,
303,202,K04,201,2,1/10/2025 16:24,1,1,ABTC,4.5,4158303599,4.50,11.78,,,,,
284,202,K05,204,2,1/10/2025 16:24,1,1,TNG,9.9,1658668847,9.90,18.89,,,,,
366,202,M02,,2,1/10/2025 16:24,1,,ENTRY,,1129225583,,,,,,,
372,202,K01,204,4,1/10/2025 16:25,1,1,TNG,9.9,1158551407,9.90,7.92,,,,,
311,202,K02,201,4,1/10/2025 16:25,1,1,TNG,4.5,3404760821,4.50,21.73,,,,,
345,202,M01,,2,1/10/2025 16:25,1,,ENTRY,,1034232943,,,,,,,
304,202,K04,201,2,1/10/2025 16:25,1,1,TNG,4.5,1756222767,4.50,12.37,,,,,
346,202,M01,,2,1/10/2025 16:25,1,,ENTRY,,4169252399,,,,,,,
312,202,K02,203,4,1/10/2025 16:25,3,3,TNG,11.3,4122626863,11.30,97.30,,,,,
373,202,K01,204,4,1/10/2025 16:25,1,1,ABTC,9.9,1009249551,9.90,10.35,,,,,
285,202,K05,204,2,1/10/2025 16:25,1,1,TNG,9.9,4168588111,9.90,13.25,,,,,
374,202,K01,   ,4,1/10/2025 16:25,1,1,SVC,0,3083489295,0.00,0.00,,,,,
219,202,K06,201,2,1/10/2025 16:25,1,1,RFID,4.5,E280110520007541B8CD0AD1,4.50,108.80,3,JWK5270,,,
347,202,M01,,2,1/10/2025 16:25,1,,ENTRY,,1089623983,,,,,,,
313,202,K02,201,4,1/10/2025 16:25,3,3,TNG,9,1006705519,9.00,94.11,,,,,
248,202,M03,,2,1/10/2025 16:25,1,,ENTRY,,E280110520007A8942FD097F,,,3,JPK2001,,,
305,202,K04,201,2,1/10/2025 16:25,1,1,TNG,4.5,2262357391,4.50,6.28,,,,,
220,202,K06,201,2,1/10/2025 16:25,1,1,RFID,4.5,E2806F12200022023E85F90E,4.50,75.50,3,UITM8672,,,
375,202,K01,203,4,1/10/2025 16:25,3,3,TNG,11.3,2251700431,11.30,24.44,,,,,
348,202,M01,,2,1/10/2025 16:25,1,,ENTRY,,1846223951,,,,,,,
314,202,K02,201,4,1/10/2025 16:25,1,1,ABTC,4.5,1781225391,4.50,92.42,,,,,
306,202,K04,201,2,1/10/2025 16:25,1,1,TNG,4.5,1629777743,4.50,42.99,,,,,
315,202,K02,201,4,1/10/2025 16:25,2,2,TNG,6.8,2796023055,6.80,106.51,,,,,
376,202,K01,201,4,1/10/2025 16:25,5,1,TNG,2.8,1241855375,2.80,134.31,,,,,
377,202,K01,201,4,1/10/2025 16:26,2,2,TNG,6.8,1213465551,6.80,79.76,,,,,
307,202,K04,201,2,1/10/2025 16:26,1,1,TNG,4.5,1786986831,4.50,13.85,,,,,
316,202,K02,204,4,1/10/2025 16:26,1,1,ABTC,9.9,1885247151,9.90,70.10,,,,,
286,202,K05,201,2,1/10/2025 16:26,1,1,TNG,4.5,1087832367,4.50,17.86,,,,,
378,202,K01,203,4,1/10/2025 16:26,2,2,TNG,8.5,1302992079,8.50,166.14,,,,,
367,202,M02,,2,1/10/2025 16:26,1,,ENTRY,,2249022799,,,,,,,
308,202,K04,201,2,1/10/2025 16:26,1,1,ABTC,4.5,1084336687,4.50,75.50,,,,,
221,202,K06,201,2,1/10/2025 16:26,1,1,RFID,4.5,E2806F12200064024244FB7F,4.50,212.94,3,JXR788,,,
288,202,K05,201,2,1/10/2025 16:26,1,1,TNG,4.5,3240517429,4.50,37.13,,,,,
317,202,K02,203,4,1/10/2025 16:26,3,3,TNG,11.3,3383271215,11.30,2.96,,,,,
309,202,K04,203,2,1/10/2025 16:26,1,1,TNG,5.6,1005695951,5.60,65.33,,,,,
380,202,K01,204,4,1/10/2025 16:26,1,1,TNG,9.9,1294554255,9.90,42.85,,,,,
249,202,M03,,2,1/10/2025 16:27,1,,ENTRY,,E280110520007B55E8120ACC,,,3,JSA111,,,
349,202,M01,,2,1/10/2025 16:27,1,,ENTRY,,4286824399,,,,,,,
318,202,K02,201,4,1/10/2025 16:27,1,1,TNG,4.5,4229330191,4.50,3.55,,,,,
250,202,M03,,2,1/10/2025 16:27,1,,ENTRY,,E2806F1220009C02412DA55E,,,3,JRL9226,,,
382,202,K01,204,4,1/10/2025 16:27,3,3,TNG,19.9,1882919311,19.90,9.30,,,,,
251,202,M03,,2,1/10/2025 16:27,1,,ENTRY,,E2806F12200026023E9BFFF0,,,3,QAA861V,,,
310,202,K04,201,2,1/10/2025 16:27,1,1,TNG,4.5,2206616655,4.50,7.31,,,,,
289,202,K05,201,2,1/10/2025 16:27,1,1,TNG,4.5,2224220495,4.50,51.00,,,,,
319,202,K02,204,4,1/10/2025 16:27,3,3,TNG,19.9,4191901103,19.90,148.10,,,,,
368,202,M02,,2,1/10/2025 16:27,1,,ENTRY,,4237157199,,,,,,,
222,202,K06,201,2,1/10/2025 16:27,1,1,RFID,4.5,E2806F1220009A0242249203,4.50,92.83,3,SD57Y,,,
290,202,K05,201,2,1/10/2025 16:27,1,1,TNG,4.5,1144101391,4.50,0.70,,,,,
311,202,K04,201,2,1/10/2025 16:27,1,1,TNG,4.5,1164038319,4.50,106.16,,,,,
252,202,M03,,2,1/10/2025 16:27,1,,ENTRY,,E2806F122000EE0242243B28,,,3,JMB9362,,,
350,202,M01,,2,1/10/2025 16:27,1,,ENTRY,,1272808111,,,,,,,
369,202,M02,,2,1/10/2025 16:27,1,,ENTRY,,1012952335,,,,,,,
253,202,M03,,2,1/10/2025 16:27,1,,ENTRY,,E280110520007B93C9B90A55,,,3,JUJ9581,,,
312,202,K04,201,2,1/10/2025 16:27,1,1,TNG,4.5,4040580943,4.50,7.46,,,,,
351,202,M01,,2,1/10/2025 16:27,1,,ENTRY,,2252930095,,,,,,,
384,202,K01,201,4,1/10/2025 16:27,1,1,TNG,4.5,1847492527,4.50,18.12,,,,,
370,202,M02,,2,1/10/2025 16:27,1,,ENTRY,,1631175151,,,,,,,
291,202,K05,204,2,1/10/2025 16:27,1,1,ABTC,9.9,2257041199,9.90,1.95,,,,,
254,202,M03,,2,1/10/2025 16:27,1,,ENTRY,,E280110520007281E2160A55,,,3,JUH2019,,,
313,202,K04,201,2,1/10/2025 16:27,1,1,ABTC,4.5,1785434447,4.50,301.59,,,,,
385,202,K01,203,4,1/10/2025 16:28,3,3,TNG,11.3,3330743119,11.30,78.30,,,,,
255,202,M03,,2,1/10/2025 16:28,1,,ENTRY,,E2801105200074CEC8CE0A55,,,3,JVW9182,,,
320,202,K02,201,4,1/10/2025 16:28,2,2,TNG,6.8,4245802639,6.80,67.33,,,,,
352,202,M01,,2,1/10/2025 16:28,1,,ENTRY,,1129098895,,,,,,,
256,202,M03,,2,1/10/2025 16:28,1,,ENTRY,,E2806F122000EF02424E90DE,,,3,JLH2325,,,
321,202,K02,201,4,1/10/2025 16:28,1,1,TNG,4.5,1019435663,4.50,23.72,,,,,
292,202,K05,,2,1/10/2025 16:28,,,,0,3321831247,0.00,0.00, , ,7,  to ,
372,202,M02,,2,1/10/2025 16:28,1,,ENTRY,,1044940079,,,,,,,
353,202,M01,,2,1/10/2025 16:28,1,,ENTRY,,2006475439,,,,,,,
386,202,K01,204,4,1/10/2025 16:28,1,1,TNG,9.9,1888875599,9.90,38.10,,,,,
223,202,K06,201,2,1/10/2025 16:28,1,1,RFID,4.5,E280110520007114C50C0A55,4.50,2057.39,3,VN952,,,
293,202,K05,201,2,1/10/2025 16:28,1,1,TNG,4.5,3321831247,4.50,168.34,,,,,
322,202,K02,201,4,1/10/2025 16:28,3,3,TNG,9,1006416783,9.00,139.32,,,,,
373,202,M02,,2,1/10/2025 16:28,1,,ENTRY,,3415431151,,,,,,,
224,202,K06,201,2,1/10/2025 16:28,1,1,RFID,4.5,E28011052000715573B40ADF,4.50,714.48,3,JUE4371,,,
354,202,M01,,2,1/10/2025 16:28,1,,ENTRY,,1244198063,,,,,,,
225,202,K06,203,2,1/10/2025 16:29,1,1,RFID,5.6,E280110520007916CA540A55,5.60,409.89,3,JXX7777,,,
374,202,M02,,2,1/10/2025 16:29,1,,ENTRY,,1626081071,,,,,,,
294,202,K05,201,2,1/10/2025 16:29,1,1,TNG,4.5,1027997487,4.50,66.19,,,,,
226,202,K06,201,2,1/10/2025 16:29,1,1,RFID,4.5,E2801105200072DCC6770A55,4.50,1109.21,3,JQE18,,,
227,202,K06,201,2,1/10/2025 16:29,1,1,RFID,4.5,E2806F1220008E0241376AEE,4.50,125.51,3,WA7174T,,,
323,202,K02,201,4,1/10/2025 16:29,1,1,ABTC,4.5,2237605231,4.50,75.50,,,,,
257,202,M03,,2,1/10/2025 16:29,1,,ENTRY,,E280110520007345E2080A55,,,3,JTR5672,,,
375,202,M02,,2,1/10/2025 16:29,1,,ENTRY,,4074055279,,,,,,,
295,202,K05,201,2,1/10/2025 16:29,1,1,ABTC,4.5,1269030991,4.50,75.50,,,,,
355,202,M01,,2,1/10/2025 16:29,1,,ENTRY,,1848511695,,,,,,,
324,202,K02,201,4,1/10/2025 16:29,2,2,TNG,6.8,4212986063,6.80,26.05,,,,,
314,202,K04,201,2,1/10/2025 16:29,1,1,TNG,4.5,2223399727,4.50,61.39,,,,,
376,202,M02,,2,1/10/2025 16:29,1,,ENTRY,,1139538863,,,,,,,
325,202,K02,203,4,1/10/2025 16:29,2,2,TNG,8.5,4278614991,8.50,90.00,,,,,
296,202,K05,201,2,1/10/2025 16:29,1,1,TNG,4.5,3305762575,4.50,519.28,,,,,
228,202,K06,201,2,1/10/2025 16:29,1,1,RFID,4.5,E28011052000775CE7E60ACC,4.50,2310.29,3,JNY8979,,,
297,202,K05,203,2,1/10/2025 16:29,1,1,ABTC,5.6,1044783439,5.60,351.14,,,,,
326,202,K02,204,4,1/10/2025 16:29,2,2,ABTC,14.9,1882665135,14.90,65.10,,,,,
315,202,K04,203,2,1/10/2025 16:29,1,1,ABTC,5.6,1133024431,5.60,10.20,,,,,
356,202,M01,,2,1/10/2025 16:29,1,,ENTRY,,1045996911,,,,,,,
377,202,M02,,2,1/10/2025 16:30,1,,ENTRY,,3312273743,,,,,,,
327,202,K02,201,4,1/10/2025 16:30,1,1,ABTC,4.5,1091565679,4.50,75.50,,,,,
316,202,K04,,2,1/10/2025 16:30,,,,0,1782720239,0.00,0.00, , ,7,  to ,
317,202,K04,203,2,1/10/2025 16:30,1,1,TNG,5.6,1782720239,5.60,75.53,,,,,
299,202,K05,201,2,1/10/2025 16:30,1,1,TNG,4.5,1180083855,4.50,7.76,,,,,
357,202,M01,,2,1/10/2025 16:30,1,,ENTRY,,3366508821,,,,,,,
328,202,K02,201,4,1/10/2025 16:30,1,1,TNG,4.5,4061336847,4.50,43.39,,,,,
318,202,K04,204,2,1/10/2025 16:30,1,1,TNG,9.9,2251258607,9.90,1.35,,,,,
329,202,K02,201,4,1/10/2025 16:30,2,2,TNG,6.8,2261536271,6.80,71.82,,,,,
258,202,M03,,2,1/10/2025 16:30,1,,ENTRY,,E2003412012C200000254AF3,,,3,JVY986,,,
378,202,M02,,2,1/10/2025 16:30,1,,ENTRY,,1038937199,,,,,,,
229,202,K06,201,2,1/10/2025 16:30,1,1,RFID,4.5,E280110520007451E0E20A55,4.50,75.50,3,JVA3435,,,
330,202,K02,201,4,1/10/2025 16:30,3,3,TNG,9,2222913327,9.00,511.64,,,,,
300,202,K05,201,2,1/10/2025 16:30,1,1,TNG,4.5,1212560783,4.50,86.71,,,,,
300,202,K05,,2,1/10/2025 16:30,,,,0,1212560783,0.00,0.00, , ,53,TngAutorefillEnable,
230,202,K06,201,2,1/10/2025 16:30,1,1,RFID,4.5,E28011052000728AE7640ACC,4.50,147.60,3,JUW7555,,,
320,202,K04,0,2,1/10/2025 16:30,1,1,TNG,9.9,3363487567,9.90,33.06,,,,,
331,202,K02,203,4,1/10/2025 16:30,3,3,TNG,11.3,4108930255,11.30,329.23,,,,,
379,202,M02,,2,1/10/2025 16:30,,,,0,4272735663,0.00,0.00, , ,7,  to ,
301,202,K05,204,2,1/10/2025 16:30,1,1,ABTC,9.9,2230663695,9.90,77.66,,,,,
380,202,M02,,2,1/10/2025 16:31,1,,ENTRY,,4272735663,,,,,,,
321,202,K04,201,2,1/10/2025 16:31,1,1,TNG,4.5,1077856751,4.50,102.31,,,,,
302,202,K05,201,2,1/10/2025 16:31,1,1,TNG,4.5,1149651727,4.50,37.33,,,,,
231,202,K06,201,2,1/10/2025 16:31,1,1,RFID,4.5,E28011052000771AF9F60ACE,4.50,75.50,3,VLJ7349,,,
332,202,K02,204,4,1/10/2025 16:31,2,2,ABTC,14.9,1004457103,14.90,65.10,,,,,
303,202,K05,201,2,1/10/2025 16:31,1,1,TNG,4.5,1036301487,4.50,28.48,,,,,
232,202,K06,203,2,1/10/2025 16:31,1,1,RFID,5.6,E28011052000778EC5AB0A55,5.60,18.30,3,WC9116R,,,
358,202,M01,,2,1/10/2025 16:31,1,,ENTRY,,4262532079,,,,,,,
333,202,K02,201,4,1/10/2025 16:31,3,3,TNG,9,1153299183,9.00,3.23,,,,,
388,202,K01,201,4,1/10/2025 16:31,1,1,TNG,4.5,1881787663,4.50,9.26,,,,,
259,202,M03,,2,1/10/2025 16:31,1,,ENTRY,,E280110520007B56F9D30ACE,,,3,RAP6556,,,
304,202,K05,201,2,1/10/2025 16:31,1,1,ABTC,4.5,1024295407,4.50,447.24,,,,,
334,202,K02,201,4,1/10/2025 16:31,1,1,ABTC,4.5,1867226063,4.50,1574.14,,,,,
389,202,K01,201,4,1/10/2025 16:31,3,3,TNG,9,1849212271,9.00,53.60,,,,,
233,202,K06,203,2,1/10/2025 16:31,1,1,RFID,5.6,E2806F12200028024121ABB4,5.60,365.47,3,JUX3367,,,
322,202,K04,201,2,1/10/2025 16:31,1,1,ABTC,4.5,1806438383,4.50,75.50,,,,,
260,202,M03,,2,1/10/2025 16:31,1,,ENTRY,,E2806F1220003402424FCC1C,,,3,VAE4789,,,
381,202,M02,,2,1/10/2025 16:31,1,,ENTRY,,1779018383,,,,,,,
359,202,M01,,2,1/10/2025 16:31,1,,ENTRY,,1105506639,,,,,,,
305,202,K05,204,2,1/10/2025 16:32,1,1,TNG,9.9,1360839695,9.90,10.20,,,,,
261,202,M03,,2,1/10/2025 16:32,1,,ENTRY,,E2806F1220005602413AD309,,,3,JXS1902,,,
382,202,M02,,2,1/10/2025 16:32,1,,ENTRY,,1840099791,,,,,,,
383,202,M02,,2,1/10/2025 16:32,1,,ENTRY,,1046504079,,,,,,,
234,202,K06,203,2,1/10/2025 16:32,1,1,RFID,5.6,E28011052000771DC6300A55,5.60,313.35,3,SU9855G,,,
360,202,M01,,2,1/10/2025 16:32,1,,ENTRY,,2215147311,,,,,,,
392,202,K01,201,4,1/10/2025 16:32,1,1,TNG,4.5,1258500463,4.50,7.75,,,,,
262,202,M03,,2,1/10/2025 16:32,1,,ENTRY,,E2801105200074869D640A1C,,,3,JHV2929,,,
323,202,K04,201,2,1/10/2025 16:32,1,1,ABTC,4.5,1053208207,4.50,22.85,,,,,
384,202,M02,,2,1/10/2025 16:32,1,,ENTRY,,1134586255,,,,,,,
235,202,K06,201,2,1/10/2025 16:32,1,1,RFID,4.5,E2806F122000BE02424FCDF7,4.50,116.08,3,JNJ1221,,,
394,202,K01,203,4,1/10/2025 16:32,3,3,TNG,11.3,1093772047,11.30,19.50,,,,,
236,202,K06,204,2,1/10/2025 16:32,1,1,RFID,9.9,E20034120125200000252267,9.90,70.10,3,KCP6895,,,
361,202,M01,,2,1/10/2025 16:32,1,,ENTRY,,2226887855,,,,,,,
385,202,M02,,2,1/10/2025 16:32,1,,ENTRY,,1325791855,,,,,,,
237,202,K06,201,2,1/10/2025 16:32,1,1,RFID,4.5,E280110520007A85C9700A55,4.50,5.33,3,VMD7311,,,
263,202,M03,,2,1/10/2025 16:32,1,,ENTRY,,E280110520007B19C8C90A55,,,3,SB9802H,,,
264,202,M03,,2,1/10/2025 16:33,1,,ENTRY,,E2801105200075149D8D0A1C,,,3,JSG595,,,
238,202,K06,204,2,1/10/2025 16:33,1,1,RFID,9.9,E2C06A1220006A022CBCF8FD,9.90,1606.06,3,SLC3456R,,,
335,202,K02,204,4,1/10/2025 16:33,1,1,TNG,9.9,3236136917,9.90,15.52,,,,,
395,202,K01,204,4,1/10/2025 16:33,1,1,ABTC,9.9,1874065007,9.90,16.20,,,,,
386,202,M02,,2,1/10/2025 16:33,1,,ENTRY,,1164964495,,,,,,,
265,202,M03,,2,1/10/2025 16:33,1,,ENTRY,,E2806F12200053023E983F25,,,3,JSG6868,,,
336,202,K02,204,4,1/10/2025 16:33,1,1,TNG,9.9,1049389807,9.90,70.84,,,,,
337,202,K02,201,4,1/10/2025 16:33,3,3,TNG,9,1762144975,9.00,61.93,,,,,
387,202,M02,,2,1/10/2025 16:33,1,,ENTRY,,1871206479,,,,,,,
397,202,K01,204,4,1/10/2025 16:33,1,1,TNG,9.9,1853771119,9.90,15.61,,,,,
362,202,M01,,2,1/10/2025 16:33,1,,ENTRY,,3339007733,,,,,,,
239,202,K06,201,2,1/10/2025 16:33,1,1,RFID,4.5,E28011052000734BC6EC0A55,4.50,172.20,3,DDT7237,,,
388,202,M02,,2,1/10/2025 16:33,1,,ENTRY,,1080662447,,,,,,,
266,202,M03,,2,1/10/2025 16:33,1,,ENTRY,,E200341201290300087068C0,,,3,JSP3342,,,
398,202,K01,201,4,1/10/2025 16:33,3,3,TNG,9,1161100783,9.00,32.86,,,,,
338,202,K02,201,4,1/10/2025 16:33,3,3,TNG,9,4128618095,9.00,185.23,,,,,
324,202,K04,201,2,1/10/2025 16:33,1,1,TNG,4.5,1272802479,4.50,97.05,,,,,
389,202,M02,,2,1/10/2025 16:33,1,,ENTRY,,3406275589,,,,,,,
240,202,K06,204,2,1/10/2025 16:33,1,1,RFID,9.9,E280110520007B4AE2140A55,9.90,163.21,3,JTK6070,,,
306,202,K05,203,2,1/10/2025 16:33,1,1,TNG,5.6,1066932239,5.60,29.28,,,,,
267,202,M03,,2,1/10/2025 16:33,1,,ENTRY,,E2806F12200063024137CAC9,,,3,JMC3838,,,
399,202,K01,201,4,1/10/2025 16:33,3,3,TNG,9,4108673871,9.00,110.22,,,,,
326,202,K04,204,2,1/10/2025 16:34,1,1,ABTC,9.9,1278833359,9.90,11.06,,,,,
268,202,M03,,2,1/10/2025 16:34,1,,ENTRY,,E2801105200070CBE75809ED,,,3,JTL5255,,,
390,202,M02,,2,1/10/2025 16:34,1,,ENTRY,,1323849359,,,,,,,
241,202,K06,201,2,1/10/2025 16:34,1,1,RFID,4.5,E28011052000739BF9360ACE,4.50,90.26,3,JNL2711,,,
269,202,M03,,2,1/10/2025 16:34,1,,ENTRY,,E280110520007944E1BA0A55,,,3,WYQ1042,,,
391,202,M02,,2,1/10/2025 16:34,1,,ENTRY,,4286441903,,,,,,,
363,202,M01,,2,1/10/2025 16:34,1,,ENTRY,,1009757743,,,,,,,
327,202,K04,201,2,1/10/2025 16:34,1,1,TNG,4.5,1069418991,4.50,7.03,,,,,
270,202,M03,,2,1/10/2025 16:34,1,,ENTRY,,E280110520007496C85E0A55,,,3,JTL6371,,,
392,202,M02,,2,1/10/2025 16:34,1,,ENTRY,,4278830735,,,,,,,
364,202,M01,,2,1/10/2025 16:34,1,,ENTRY,,1799566831,,,,,,,
271,202,M03,,2,1/10/2025 16:34,1,,ENTRY,,E2801105200074CD19C20A56,,,3,JSS7199,,,
342,202,K02,,4,1/10/2025 16:35,,,,0,          ,0.00,0.00, , ,4,"Violation, AVC: 3",
343,202,K02,204,4,1/10/2025 16:35,1,1,TNG,9.9,2252959055,9.90,10.35,,,,,
242,202,K06,201,2,1/10/2025 16:35,1,1,RFID,4.5,E2806F1220000D024133C303,4.50,111.27,3,JMD9726,,,
344,202,K02,203,4,1/10/2025 16:35,3,3,TNG,11.3,1053589647,11.30,200.10,,,,,
344,202,K02,,4,1/10/2025 16:35,,,,0,1053589647,0.00,0.00, , ,53,TngAutorefillEnable,
345,202,K02,201,4,1/10/2025 16:35,2,2,TNG,6.8,1100483183,6.80,39.01,,,,,
307,202,K05,201,2,1/10/2025 16:35,1,1,TNG,4.5,1158325263,4.50,44.11,,,,,
393,202,M02,,2,1/10/2025 16:35,1,,ENTRY,,2169722255,,,,,,,
328,202,K04,201,2,1/10/2025 16:35,1,1,TNG,4.5,1170497967,4.50,44.62,,,,,
365,202,M01,,2,1/10/2025 16:35,1,,ENTRY,,4161532239,,,,,,,
394,202,M02,,2,1/10/2025 16:35,1,,ENTRY,,1769106703,,,,,,,
346,202,K02,201,4,1/10/2025 16:35,3,3,TNG,9,1884827279,9.00,24.51,,,,,
329,202,K04,203,2,1/10/2025 16:35,1,1,ABTC,5.6,2209442511,5.60,74.40,,,,,
347,202,K02,201,4,1/10/2025 16:35,2,2,ABTC,6.8,1163412815,6.80,2475.15,,,,,
395,202,M02,,2,1/10/2025 16:35,1,,ENTRY,,1024722639,,,,,,,
308,202,K05,201,2,1/10/2025 16:36,1,1,TNG,4.5,3372293669,4.50,0.72,,,,,
366,202,M01,,2,1/10/2025 16:36,1,,ENTRY,,3304710447,,,,,,,
309,202,K05,201,2,1/10/2025 16:36,1,1,TNG,4.5,4042893967,4.50,12.74,,,,,
348,202,K02,204,4,1/10/2025 16:36,2,2,TNG,14.9,1284244399,14.90,44.00,,,,,
330,202,K04,201,2,1/10/2025 16:36,1,1,TNG,4.5,1128678287,4.50,71.94,,,,,
310,202,K05,201,2,1/10/2025 16:36,1,1,TNG,4.5,2217573967,4.50,15.44,,,,,
396,202,M02,,2,1/10/2025 16:36,1,,ENTRY,,2206375535,,,,,,,
349,202,K02,201,4,1/10/2025 16:36,2,2,TNG,6.8,3257753967,6.80,501.46,,,,,
331,202,K04,201,2,1/10/2025 16:36,1,1,TNG,4.5,1065024751,4.50,88.34,,,,,
311,202,K05,201,2,1/10/2025 16:36,1,1,TNG,4.5,1282714191,4.50,98.56,,,,,
332,202,K04,203,2,1/10/2025 16:36,1,1,TNG,5.6,3330131109,5.60,3.72,,,,,
350,202,K02,,4,1/10/2025 16:36,,,,0,2006381167,0.00,0.00, , ,7,  to ,
243,202,K06,201,2,1/10/2025 16:36,1,1,RFID,4.5,E280110520007701CAE80A55,4.50,81.49,3,JMY1717,,,
351,202,K02,201,4,1/10/2025 16:36,2,2,TNG,6.8,2006381167,6.80,258.88,,,,,
312,202,K05,203,2,1/10/2025 16:36,1,1,TNG,5.6,1098452399,5.60,12.14,,,,,
367,202,M01,,2,1/10/2025 16:36,1,,ENTRY,,4229692463,,,,,,,
397,202,M02,,2,1/10/2025 16:36,1,,ENTRY,,4119966895,,,,,,,
352,202,K02,201,4,1/10/2025 16:36,2,2,TNG,6.8,1100358479,6.80,261.70,,,,,
333,202,K04,204,2,1/10/2025 16:36,1,1,TNG,9.9,1313287503,9.90,32.40,,,,,
398,202,M02,,2,1/10/2025 16:36,1,,ENTRY,,1093064943,,,,,,,
334,202,K04,204,2,1/10/2025 16:36,1,1,TNG,9.9,1326980399,9.90,11.46,,,,,
353,202,K02,203,4,1/10/2025 16:36,3,3,TNG,11.3,1088173487,11.30,325.40,,,,,
368,202,M01,,2,1/10/2025 16:37,1,,ENTRY,,4046356079,,,,,,,
244,202,K06,201,2,1/10/2025 16:37,1,1,RFID,4.5,E2806F12200059024133A724,4.50,495.64,3,VLC9037,,,
272,202,M03,,2,1/10/2025 16:37,1,,ENTRY,,E2806F122000D40241312847,,,3,SMN5911,,,
313,202,K05,201,2,1/10/2025 16:37,1,1,TNG,4.5,4089554991,4.50,38.65,,,,,
354,202,K02,203,4,1/10/2025 16:37,3,3,TNG,11.3,1276769935,11.30,183.61,,,,,
335,202,K04,204,2,1/10/2025 16:37,1,1,TNG,9.9,1841891439,9.90,31.02,,,,,
273,202,M03,,2,1/10/2025 16:37,1,,ENTRY,,E280110520007B12FA440ACE,,,3,JTX9884,,,
314,202,K05,204,2,1/10/2025 16:37,1,1,ABTC,9.9,1269807055,9.90,188.59,,,,,
399,202,M02,,2,1/10/2025 16:37,1,,ENTRY,,3329518959,,,,,,,
245,202,K06,201,2,1/10/2025 16:37,1,1,RFID,4.5,E2806F1220007B02412264F5,4.50,75.50,3,SD2915W,,,
336,202,K04,201,2,1/10/2025 16:37,1,1,ABTC,4.5,1883123183,4.50,75.50,,,,,
369,202,M01,,2,1/10/2025 16:37,1,,ENTRY,,1014756815,,,,,,,
355,202,K02,203,4,1/10/2025 16:37,2,2,TNG,8.5,4140998543,8.50,306.43,,,,,
246,202,K06,201,2,1/10/2025 16:37,1,1,RFID,4.5,E2801105200070C9E9E40ACC,4.50,75.50,3,WYY289,,,
247,202,K06,201,2,1/10/2025 16:37,1,1,RFID,4.5,E280110520007ADAA7CF0AD1,4.50,84.93,3,WA6659W,,,
356,202,K02,201,4,1/10/2025 16:37,3,3,TNG,9,1889023247,9.00,396.90,,,,,
248,202,K06,204,2,1/10/2025 16:37,1,1,RFID,9.9,E2801105200074CDC6800A55,9.90,64.58,3,W5306M,,,
400,202,M02,,2,1/10/2025 16:37,1,,ENTRY,,1863225071,,,,,,,
370,202,M01,,2,1/10/2025 16:37,1,,ENTRY,,1708490575,,,,,,,
274,202,M03,,2,1/10/2025 16:37,1,,ENTRY,,E28011052000791AC54E0A55,,,3,JTA7743,,,
357,202,K02,201,4,1/10/2025 16:37,2,2,TNG,6.8,1639994799,6.80,68.87,,,,,
275,202,M03,,2,1/10/2025 16:38,1,,ENTRY,,E2806F122000E102423D2C7C,,,3,JTL4108,,,
371,202,M01,,2,1/10/2025 16:38,1,,ENTRY,,1778043023,,,,,,,
337,202,K04,204,2,1/10/2025 16:38,1,1,TNG,9.9,3322465461,9.90,4.94,,,,,
401,202,M02,,2,1/10/2025 16:38,1,,ENTRY,,2163983663,,,,,,,
358,202,K02,201,4,1/10/2025 16:38,2,2,TNG,6.8,4084506607,6.80,186.61,,,,,
402,202,M02,,2,1/10/2025 16:38,1,,ENTRY,,1747579471,,,,,,,
359,202,K02,204,4,1/10/2025 16:38,2,2,ABTC,14.9,1014743855,14.90,804.55,,,,,
338,202,K04,201,2,1/10/2025 16:38,1,1,ABTC,4.5,1882102287,4.50,6.05,,,,,
360,202,K02,201,4,1/10/2025 16:38,2,2,TNG,6.8,2008323471,6.80,68.15,,,,,
276,202,M03,,2,1/10/2025 16:38,1,,ENTRY,,E280110520007995C7150A55,,,3,JLD6116,,,
339,202,K04,201,2,1/10/2025 16:38,1,1,TNG,4.5,1690974159,4.50,9.07,,,,,
372,202,M01,202,2,1/10/2025 16:38,1,1,EXM,0,          ,0.00,0.00,,,,,
340,202,K04,201,2,1/10/2025 16:39,1,1,ABTC,4.5,1013987823,4.50,46.27,,,,,
361,202,K02,201,4,1/10/2025 16:39,3,3,TNG,9,4147651791,9.00,77.17,,,,,
249,202,K06,201,2,1/10/2025 16:39,1,1,RFID,4.5,E2806F122000A802413087B1,4.50,75.50,3,VN9225,,,
277,202,M03,,2,1/10/2025 16:39,1,,ENTRY,,E28011052000799DC9770A55,,,3,JWB8699,,,
341,202,K04,201,2,1/10/2025 16:39,1,1,ABTC,4.5,1084532399,4.50,222.26,,,,,
403,202,M02,,2,1/10/2025 16:39,1,,ENTRY,,2231698351,,,,,,,
373,202,M01,,2,1/10/2025 16:39,1,,ENTRY,,1080000655,,,,,,,
