,,Plaza ID :,,203 - CAHAYA BARU,,,,,Transaction Inquiry,,,,06/10/2025 14:00:35,,,,
504,203,M04,,2,01/10/2025 19:36:12,1,,ENTRY,,,1176724431,,,,,,
39,203,K02,204,5,01/10/2025 19:36:18,3,3,TNG,14.40,,1006595247,,14.40,,257.86,,
66,203,K01,204,6,01/10/2025 19:36:21,1,1,TNG,7.20,,4240487215,,7.20,,18.49,,
630,203,M02,,2,01/10/2025 19:36:26,1,,ENTRY,,,4232951119,,,,,,
40,203,K02,204,5,01/10/2025 19:36:35,1,1,TNG,7.20,,3347194575,,7.20,,3.19,,
635,203,M06,,2,01/10/2025 19:36:36,1,,ENTRY,,,4199722479,,,,,,
636,203,M06,,2,01/10/2025 19:36:46,1,,ENTRY,,,2229959183,,,,,,
41,203,K02,202,5,01/10/2025 19:36:51,1,1,ABTC,5.60,,1765808975,,5.60,,1.94,,
637,203,M06,,2,01/10/2025 19:36:53,1,,ENTRY,,,4274725551,,,,,,
505,203,M04,,2,01/10/2025 19:36:55,1,,ENTRY,,,1093018319,,,,,,
67,203,K01,204,6,01/10/2025 19:37:04,1,1,TNG,7.20,,3372294485,,7.20,,15.70,,
631,203,M02,,2,01/10/2025 19:37:13,1,,ENTRY,,,1064559695,,,,,,
558,203,M01,,2,01/10/2025 19:37:27,1,,ENTRY,,,1897065295,,,,,,
69,203,K01,204,6,01/10/2025 19:37:32,1,1,TNG,7.20,,1253733871,,7.20,,15.60,,
292,203,K06,204,2,01/10/2025 19:37:34,1,1,RFID,7.20,3,E280110520007151C52A0A55,JTX5504,7.20,,72.80,,
322,203,K05,202,2,01/10/2025 19:37:37,1,1,TNG,5.60,,1036300047,,5.60,,16.32,,
323,203,K05,201,2,01/10/2025 19:37:47,1,1,TNG,9.20,,1074763535,,9.20,,6.05,,
293,203,K06,202,2,01/10/2025 19:37:50,1,1,RFID,5.60,3,E2801105200078CEC64A0A55,WXP8166,5.60,,4.58,,
559,203,M01,,2,01/10/2025 19:37:54,1,,ENTRY,,,1245102127,,,,,,
324,203,K05,201,2,01/10/2025 19:37:55,1,1,TNG,9.20,,1199741615,,9.20,,24.68,,
294,203,K06,201,2,01/10/2025 19:37:59,1,1,RFID,9.20,3,E2806F122000B1023E85B6B8,JRM4102,9.20,,1.75,,
506,203,M04,,2,01/10/2025 19:38:00,1,,ENTRY,,,1754027439,,,,,,
295,203,K06,201,2,01/10/2025 19:38:07,1,1,RFID,9.20,3,E2806F1220004D024243EE1D,VPB7738,9.20,,118.36,,
393,203,K04,201,2,01/10/2025 19:38:15,1,1,TNG,9.20,,1740167727,,9.20,,131.55,,
134,203,M07,,2,01/10/2025 19:38:16,1,,ENTRY,,3,E28011052000739BE0D20A55,RN7133,,,,,
296,203,K06,202,2,01/10/2025 19:38:27,1,1,RFID,5.60,3,E2806F122000EB023E855822,JWX5873,5.60,,"2,282.31",,
70,203,K01,204,6,01/10/2025 19:38:28,3,3,TNG,14.40,,3182652431,,14.40,,209.12,,
507,203,M04,,2,01/10/2025 19:38:34,1,,ENTRY,,,1019125551,,,,,,
325,203,K05,202,2,01/10/2025 19:38:42,1,1,TNG,5.60,,1886177359,,5.60,,4.23,,
638,203,M06,,2,01/10/2025 19:38:44,1,,ENTRY,,,1003933999,,,,,,
508,203,M04,,2,01/10/2025 19:38:48,1,,ENTRY,,,3323325701,,,,,,
394,203,K04,201,2,01/10/2025 19:38:48,1,1,ABTC,9.20,,4039742767,,9.20,,121.74,,
72,203,K01,204,6,01/10/2025 19:38:59,1,1,TNG,7.20,,1891134735,,7.20,,7.47,,
509,203,M04,,2,01/10/2025 19:39:03,1,,ENTRY,,,3143015343,,,,,,
135,203,M07,,2,01/10/2025 19:39:05,1,,ENTRY,,3,E280110520007456C70A0A55,VGW8048,,,,,
42,203,K02,204,5,01/10/2025 19:39:09,1,1,TNG,7.20,,2213687471,,7.20,,8.35,,
632,203,M02,,2,01/10/2025 19:39:11,1,,ENTRY,,,3938497807,,,,,,
639,203,M06,,2,01/10/2025 19:39:12,1,,ENTRY,,,1028209039,,,,,,
297,203,K06,201,2,01/10/2025 19:39:13,1,1,RFID,9.20,3,E280110520007155E8B50ACC,JQG3132,9.20,,70.80,,
640,203,M06,,2,01/10/2025 19:39:27,1,,ENTRY,,,1764275631,,,,,,
633,203,M02,,2,01/10/2025 19:39:35,1,,ENTRY,,,3310278127,,,,,,
298,203,K06,202,2,01/10/2025 19:39:38,1,1,RFID,5.60,3,E280110520007483CA5F0A55,JHQ48,5.60,,74.40,,
73,203,K01,202,6,01/10/2025 19:39:42,1,1,TNG,5.60,,1040578927,,5.60,,11.08,,
560,203,M01,,2,01/10/2025 19:39:42,1,,ENTRY,,,2007969295,,,,,,
136,203,M07,,2,01/10/2025 19:39:49,1,,ENTRY,,3,E2806F122000470241225212,QPC4363,,,,,
299,203,K06,204,2,01/10/2025 19:39:53,1,1,RFID,7.20,3,E28011052000774D19D80A56,JUH1816,7.20,,153.93,,
634,203,M02,,2,01/10/2025 19:39:53,1,,ENTRY,,,3409767413,,,,,,
43,203,K02,201,5,01/10/2025 19:40:04,3,3,TNG,18.40,,2003947695,,18.40,,113.00,,
300,203,K06,204,2,01/10/2025 19:40:07,1,1,RFID,7.20,3,E2806F122000FB023E9CA68F,JXA5800,7.20,,72.80,,
510,203,M04,,2,01/10/2025 19:40:09,1,,ENTRY,,,4137049679,,,,,,
395,203,K04,204,2,01/10/2025 19:40:17,1,1,ABTC,7.20,,1745533935,,7.20,,72.80,,
301,203,K06,204,2,01/10/2025 19:40:20,1,1,RFID,7.20,3,E280110520007703CD660A55,JUV26,7.20,,22.60,,
44,203,K02,202,5,01/10/2025 19:40:25,1,1,TNG,5.60,,4084716207,,5.60,,9.29,,
396,203,K04,204,2,01/10/2025 19:40:26,1,1,TNG,7.20,,1332977935,,7.20,,12.40,,
74,203,K01,204,6,01/10/2025 19:40:41,3,3,TNG,14.40,,4129619951,,14.40,,227.38,,
45,203,K02,204,5,01/10/2025 19:40:43,1,1,ABTC,7.20,,1814087695,,7.20,,9.30,,
635,203,M02,,2,01/10/2025 19:40:45,1,,ENTRY,,,1039575055,,,,,,
641,203,M06,,2,01/10/2025 19:40:45,1,,ENTRY,,,1043846383,,,,,,
397,203,K04,204,2,01/10/2025 19:40:51,1,1,ABTC,7.20,,4087545647,,7.20,,208.11,,
46,203,K02,201,5,01/10/2025 19:40:52,1,1,TNG,9.20,,1270180175,,9.20,,103.60,,
561,203,M01,,2,01/10/2025 19:41:00,1,,ENTRY,,,1293113551,,,,,,
398,203,K04,204,2,01/10/2025 19:41:01,1,1,ABTC,7.20,,1151737455,,7.20,,72.80,,
511,203,M04,,2,01/10/2025 19:41:05,1,,ENTRY,,,3174006447,,,,,,
75,203,K01,201,6,01/10/2025 19:41:05,2,2,TNG,13.80,,1841502927,,13.80,,21.14,,
642,203,M06,,2,01/10/2025 19:41:23,1,,ENTRY,,,3324797455,,,,,,
137,203,M07,,2,01/10/2025 19:41:46,1,,ENTRY,,3,E28011052000779BE8D90ACC,BQG9192,,,,,
47,203,K02,202,5,01/10/2025 19:41:50,1,1,TNG,5.60,,1875303503,,5.60,,47.84,,
328,203,K05,201,2,01/10/2025 19:41:58,1,1,TNG,9.20,,2216662319,,9.20,,14.57,,
48,203,K02,201,5,01/10/2025 19:42:03,2,2,TNG,13.80,,1768334191,,13.80,,40.65,,
399,203,K04,201,2,01/10/2025 19:42:04,1,1,TNG,9.20,,1106619055,,9.20,,150.68,,
302,203,K06,201,2,01/10/2025 19:42:12,1,1,RFID,9.20,3,E2806F12200047023EB08BF8,JXJ7753,9.20,,16.18,,
49,203,K02,202,5,01/10/2025 19:42:17,1,1,TNG,5.60,,4164924335,,5.60,,16.17,,
138,203,M07,,2,01/10/2025 19:42:22,1,,ENTRY,,3,E2806F1220007702413B5123,DDW7916,,,,,
400,203,K04,202,2,01/10/2025 19:42:29,1,1,TNG,5.60,,3268767215,,5.60,,43.85,,
51,203,K02,201,5,01/10/2025 19:42:32,3,3,TNG,18.40,,1774518191,,18.40,,157.24,,
78,203,K01,204,6,01/10/2025 19:42:38,1,1,ABTC,7.20,,1008166927,,7.20,,72.80,,
329,203,K05,202,2,01/10/2025 19:42:43,1,1,TNG,5.60,,1026844655,,5.60,,111.64,,
401,203,K04,201,2,01/10/2025 19:42:44,1,1,TNG,9.20,,2216260079,,9.20,,27.80,,
52,203,K02,201,5,01/10/2025 19:42:49,1,1,TNG,9.20,,3083355471,,9.20,,25.34,,
330,203,K05,202,2,01/10/2025 19:42:54,1,1,TNG,5.60,,0609096783,,5.60,,2.86,,
79,203,K01,204,6,01/10/2025 19:42:56,2,2,TNG,10.80,,1300872879,,10.80,,197.44,,
79,203,K01,,6,01/10/2025 19:42:57,,,,0.00, ,1300872879, ,0.00,,0.00,53,TngAutorefillEnable
643,203,M06,,2,01/10/2025 19:43:04,1,,ENTRY,,,1175110863,,,,,,
402,203,K04,204,2,01/10/2025 19:43:07,1,1,TNG,7.20,,1091768687,,7.20,,23.55,,
80,203,K01,202,6,01/10/2025 19:43:13,3,3,TNG,11.30,,2222427855,,11.30,,380.27,,
512,203,M04,,2,01/10/2025 19:43:13,1,,ENTRY,,,1818434223,,,,,,
644,203,M06,,2,01/10/2025 19:43:19,1,,ENTRY,,,4040481199,,,,,,
513,203,M04,,2,01/10/2025 19:43:21,1,,ENTRY,,,1163637007,,,,,,
139,203,M07,,2,01/10/2025 19:43:41,1,,ENTRY,,3,E2806F122000FF02424F4046,JXS6487,,,,,
645,203,M06,,2,01/10/2025 19:43:48,1,,ENTRY,,,2163272047,,,,,,
140,203,M07,,2,01/10/2025 19:43:58,1,,ENTRY,,3,E2806F122000A0024137C1D5,CAC68,,,,,
636,203,M02,,2,01/10/2025 19:44:02,1,,ENTRY,,,3189960271,,,,,,
562,203,M01,,2,01/10/2025 19:44:03,1,,ENTRY,,,1300559183,,,,,,
646,203,M06,,2,01/10/2025 19:44:12,1,,ENTRY,,,4233756719,,,,,,
53,203,K02,201,5,01/10/2025 19:44:23,1,1,ABTC,9.20,,1850984367,,9.20,,70.80,,
303,203,K06,204,2,01/10/2025 19:44:31,1,1,RFID,7.20,3,E28011052000759AFA3E0ACE,WA195F,7.20,,72.80,,
81,203,K01,201,6,01/10/2025 19:44:31,3,3,TNG,18.40,,1779695503,,18.40,,224.72,,
403,203,K04,201,2,01/10/2025 19:44:32,1,1,ABTC,9.20,,1097718127,,9.20,,52.94,,
54,203,K02,201,5,01/10/2025 19:44:32,3,3,TNG,18.40,,1661142767,,18.40,,104.82,,
304,203,K06,204,2,01/10/2025 19:44:38,1,1,RFID,7.20,3,E2806F1220008F02413357D0,VMN8687,7.20,,9.96,,
647,203,M06,,2,01/10/2025 19:44:38,1,,ENTRY,,,1062047631,,,,,,
563,203,M01,,2,01/10/2025 19:44:39,1,,ENTRY,,,4145333199,,,,,,
82,203,K01,201,6,01/10/2025 19:44:45,3,3,TNG,18.40,,1773939375,,18.40,,228.94,,
514,203,M04,,2,01/10/2025 19:44:47,1,,ENTRY,,,1824027567,,,,,,
55,203,K02,202,5,01/10/2025 19:44:52,1,1,TNG,5.60,,4260887663,,5.60,,15.74,,
141,203,M07,,2,01/10/2025 19:44:56,1,,ENTRY,,3,E2801105200078C2CA290A55,JRP7274,,,,,
56,203,K02,202,5,01/10/2025 19:45:15,1,1,TNG,5.60,,2161032463,,5.60,,8.41,,
305,203,K06,201,2,01/10/2025 19:45:16,1,1,RFID,9.20,3,E280110520007592FA380ACE,JVV6591,9.20,,70.80,,
83,203,K01,204,6,01/10/2025 19:45:28,1,1,TNG,7.20,,1292333487,,7.20,,4.71,,
404,203,K04,204,2,01/10/2025 19:45:30,1,1,ABTC,7.20,,1166311503,,7.20,,40.24,,
306,203,K06,204,2,01/10/2025 19:45:31,1,1,RFID,7.20,3,E28011052000728AC8A00A55,JUF4889,7.20,,72.80,,
331,203,K05,204,2,01/10/2025 19:45:37,1,1,TNG,7.20,,1737763823,,7.20,,15.84,,
637,203,M02,,2,01/10/2025 19:45:38,1,,ENTRY,,,3400571759,,,,,,
332,203,K05,204,2,01/10/2025 19:45:47,1,1,TNG,7.20,,4183427599,,7.20,,90.98,,
333,203,K05,204,2,01/10/2025 19:46:10,1,1,ABTC,7.20,,1093601231,,7.20,,563.02,,
564,203,M01,,2,01/10/2025 19:46:13,1,,ENTRY,,,1246584303,,,,,,
564,203,M01,,2,01/10/2025 19:46:14,,,,0.00, ,1246584303, ,0.00,,0.00,54,TngAutorefillDisable
515,203,M04,,2,01/10/2025 19:46:14,1,,ENTRY,,,1133646287,,,,,,
84,203,K01,204,6,01/10/2025 19:46:15,3,3,TNG,14.40,,1882855535,,14.40,,94.84,,
405,203,K04,202,2,01/10/2025 19:46:16,1,1,ABTC,5.60,,1100572623,,5.60,,190.47,,
85,203,K01,202,6,01/10/2025 19:46:30,3,3,TNG,11.30,,1010340175,,11.30,,"1,122.90",,
142,203,M07,,2,01/10/2025 19:46:48,1,,ENTRY,,3,E2806F1220005202423D9460,WTM509,,,,,
565,203,M01,,2,01/10/2025 19:46:50,1,,ENTRY,,,1134102863,,,,,,
57,203,K02,204,5,01/10/2025 19:46:58,1,1,ABTC,7.20,,1851213007,,7.20,,7.26,,
334,203,K05,201,2,01/10/2025 19:46:58,1,1,ABTC,9.20,,1770167215,,9.20,,70.80,,
143,203,M07,,2,01/10/2025 19:47:04,1,,ENTRY,,3,E280110520007855C6BE0A55,JSE6516,,,,,
86,203,K01,202,6,01/10/2025 19:47:11,1,1,TNG,5.60,,3271978197,,5.60,,14.52,,
406,203,K04,201,2,01/10/2025 19:47:11,1,1,TNG,9.20,,4237628815,,9.20,,32.54,,
566,203,M01,,2,01/10/2025 19:47:21,1,,ENTRY,,,1024121871,,,,,,
307,203,K06,201,2,01/10/2025 19:47:23,1,1,RFID,9.20,3,E2806F1220002A02424ED4F0,CCS678,9.20,,"11,079.94",,
638,203,M02,,2,01/10/2025 19:47:26,1,,ENTRY,,,1099764783,,,,,,
308,203,K06,201,2,01/10/2025 19:47:40,1,1,RFID,9.20,3,E280110520007252C6AF0A55,JRQ5113,9.20,,70.80,,
335,203,K05,202,2,01/10/2025 19:47:40,1,1,TNG,5.60,,4155121775,,5.60,,9.35,,
309,203,K06,204,2,01/10/2025 19:47:49,1,1,RFID,7.20,3,E2806F122000DB02424495F8,VPB1934,7.20,,72.80,,
58,203,K02,202,5,01/10/2025 19:48:03,1,1,TNG,5.60,,3288369263,,5.60,,3.96,,
639,203,M02,,2,01/10/2025 19:48:10,1,,ENTRY,,,4165845839,,,,,,
567,203,M01,,2,01/10/2025 19:48:15,1,,ENTRY,,,1037153839,,,,,,
310,203,K06,201,2,01/10/2025 19:48:16,1,1,RFID,9.20,3,E280110520007B05F4AE0ACE,JWM7554,9.20,,138.72,,
144,203,M07,,2,01/10/2025 19:48:20,1,,ENTRY,,3,E2806F122000DE02424ACD15,JMM6153,,,,,
88,203,K01,204,6,01/10/2025 19:48:24,1,1,TNG,7.20,,3287664821,,7.20,,7.08,,
516,203,M04,,2,01/10/2025 19:48:26,1,,ENTRY,,,1795803439,,,,,,
311,203,K06,202,2,01/10/2025 19:48:26,1,1,RFID,5.60,3,E2806F1220000E02423B22D3,JQG8311,5.60,,335.12,,
336,203,K05,202,2,01/10/2025 19:48:37,1,1,TNG,5.60,,2213853423,,5.60,,5.56,,
59,203,K02,201,5,01/10/2025 19:48:37,3,3,TNG,18.40,,1778887375,,18.40,,112.06,,
569,203,M01,,2,01/10/2025 19:48:48,1,,ENTRY,,,2175461935,,,,,,
90,203,K01,204,6,01/10/2025 19:48:56,1,1,TNG,7.20,,3080757359,,7.20,,6.15,,
648,203,M06,,2,01/10/2025 19:49:01,1,,ENTRY,,,1629477583,,,,,,
517,203,M04,,2,01/10/2025 19:49:04,1,,ENTRY,,,2161412143,,,,,,
407,203,K04,201,2,01/10/2025 19:49:09,1,1,TNG,9.20,,1093902287,,9.20,,87.75,,
60,203,K02,204,5,01/10/2025 19:49:12,1,1,TNG,7.20,,2252285487,,7.20,,1.64,,
640,203,M02,,2,01/10/2025 19:49:20,1,,ENTRY,,,1651953943,,,,,,
649,203,M06,,2,01/10/2025 19:49:20,1,,ENTRY,,,1028120559,,,,,,
518,203,M04,,2,01/10/2025 19:49:24,1,,ENTRY,,,1086345455,,,,,,
650,203,M06,,2,01/10/2025 19:49:34,1,,ENTRY,,,1820567599,,,,,,
61,203,K02,201,5,01/10/2025 19:49:43,1,1,ABTC,9.20,,4119751567,,9.20,,68.54,,
651,203,M06,,2,01/10/2025 19:49:44,1,,ENTRY,,,1022803247,,,,,,
92,203,K01,204,6,01/10/2025 19:49:58,1,1,TNG,7.20,,3171758703,,7.20,,42.89,,
62,203,K02,204,5,01/10/2025 19:50:10,1,1,ABTC,7.20,,2120694104,,7.20,,"2,226.97",,
93,203,K01,201,6,01/10/2025 19:50:34,2,2,TNG,13.80,,1133221039,,13.80,,99.05,,
63,203,K02,201,5,01/10/2025 19:50:48,1,1,ABTC,9.20,,1855854191,,9.20,,142.10,,
337,203,K05,201,2,01/10/2025 19:51:02,1,1,TNG,9.20,,2222728079,,9.20,,34.44,,
64,203,K02,201,5,01/10/2025 19:51:13,3,3,TNG,18.40,,1737183407,,18.40,,263.46,,
338,203,K05,201,2,01/10/2025 19:51:20,1,1,ABTC,9.20,,2161791279,,9.20,,64.19,,
570,203,M01,,2,01/10/2025 19:51:22,1,,ENTRY,,,1652584591,,,,,,
408,203,K04,201,2,01/10/2025 19:51:24,1,1,TNG,9.20,,1306402447,,9.20,,10.80,,
95,203,K01,204,6,01/10/2025 19:51:27,1,1,TNG,7.20,,3287844085,,7.20,,4.80,,
312,203,K06,201,2,01/10/2025 19:51:35,1,1,RFID,9.20,3,E2806F1220008202412D76D8,JXF7483,9.20,,"3,343.98",,
519,203,M04,,2,01/10/2025 19:51:39,1,,ENTRY,,,2221575375,,,,,,
652,203,M06,,2,01/10/2025 19:51:43,1,,ENTRY,,,1770973199,,,,,,
571,203,M01,,2,01/10/2025 19:51:58,1,,ENTRY,,,2165590031,,,,,,
145,203,M07,,2,01/10/2025 19:52:09,1,,ENTRY,,3,E2806F1220000402412D7683,JWN8100,,,,,
655,203,M06,,2,01/10/2025 19:52:21,1,,ENTRY,,,3245868629,,,,,,
656,203,M06,,2,01/10/2025 19:52:30,1,,ENTRY,,,2257859983,,,,,,
520,203,M04,,2,01/10/2025 19:52:33,1,,ENTRY,,,2115346520,,,,,,
641,203,M02,,2,01/10/2025 19:52:34,1,,ENTRY,,,2185906575,,,,,,
97,203,K01,201,6,01/10/2025 19:52:37,3,3,TNG,18.40,,1030700975,,18.40,,89.99,,
339,203,K05,202,2,01/10/2025 19:52:40,1,1,TNG,5.60,,1631524079,,5.60,,23.86,,
521,203,M04,,2,01/10/2025 19:52:45,1,,ENTRY,,,2214908303,,,,,,
642,203,M02,,2,01/10/2025 19:52:56,1,,ENTRY,,,1045120719,,,,,,
340,203,K05,204,2,01/10/2025 19:53:03,1,1,ABTC,7.20,,1064785807,,7.20,,346.76,,
657,203,M06,,2,01/10/2025 19:53:05,1,,ENTRY,,,1034084399,,,,,,
341,203,K05,204,2,01/10/2025 19:53:10,1,1,TNG,7.20,,1176299151,,7.20,,14.17,,
98,203,K01,204,6,01/10/2025 19:53:13,1,1,TNG,7.20,,1293718479,,7.20,,3.70,,
658,203,M06,,2,01/10/2025 19:53:15,1,,ENTRY,,,1126841007,,,,,,
342,203,K05,201,2,01/10/2025 19:53:21,1,1,TNG,9.20,,3249247157,,9.20,,41.17,,
313,203,K06,202,2,01/10/2025 19:53:33,1,1,RFID,5.60,3,E2806F1220009A02424EAFC7,JXX3350,5.60,,7.89,,
661,203,M06,,2,01/10/2025 19:53:36,1,,ENTRY,,,1847322095,,,,,,
343,203,K05,201,2,01/10/2025 19:53:40,1,1,TNG,9.20,,1761988079,,9.20,,18.87,,
522,203,M04,,2,01/10/2025 19:53:48,1,,ENTRY,,,1003907407,,,,,,
662,203,M06,,2,01/10/2025 19:54:01,1,,ENTRY,,,1305660207,,,,,,
572,203,M01,,2,01/10/2025 19:54:01,1,,ENTRY,,,1778887375,,,,,,
523,203,M04,,2,01/10/2025 19:54:05,1,,ENTRY,,,1082068943,,,,,,
663,203,M06,,2,01/10/2025 19:54:08,1,,ENTRY,,,1133279119,,,,,,
524,203,M04,,2,01/10/2025 19:54:13,1,,ENTRY,,,1074169999,,,,,,
664,203,M06,,2,01/10/2025 19:54:14,1,,ENTRY,,,3346688623,,,,,,
573,203,M01,,2,01/10/2025 19:54:26,1,,ENTRY,,,1044514543,,,,,,
414,203,K04,201,2,01/10/2025 19:54:28,1,1,TNG,9.20,,1197712751,,9.20,,29.53,,
66,203,K02,204,5,01/10/2025 19:54:37,1,1,TNG,7.20,,3389509359,,7.20,,19.26,,
665,203,M06,,2,01/10/2025 19:54:43,1,,ENTRY,,,1138220783,,,,,,
574,203,M01,,2,01/10/2025 19:54:45,1,,ENTRY,,,1044740655,,,,,,
666,203,M06,,2,01/10/2025 19:55:01,1,,ENTRY,,,4044699055,,,,,,
575,203,M01,,2,01/10/2025 19:55:20,1,,ENTRY,,,1006389999,,,,,,
525,203,M04,,2,01/10/2025 19:55:23,1,,ENTRY,,,3319155535,,,,,,
667,203,M06,,2,01/10/2025 19:55:24,1,,ENTRY,,,3442647567,,,,,,
643,203,M02,,2,01/10/2025 19:55:29,1,,ENTRY,,,1390903439,,,,,,
526,203,M04,,2,01/10/2025 19:55:40,1,,ENTRY,,,2261908527,,,,,,
668,203,M06,,2,01/10/2025 19:56:13,1,,ENTRY,,,1820883599,,,,,,
146,203,M07,,2,01/10/2025 19:56:15,1,,ENTRY,,3,E2806F1220007B02412264F5,SD2915W,,,,,
100,203,K01,202,6,01/10/2025 19:56:27,1,1,TNG,5.60,,3215822543,,5.60,,5.93,,
68,203,K02,201,5,01/10/2025 19:56:32,1,1,TNG,9.20,,1007636623,,9.20,,10.80,,
669,203,M06,,2,01/10/2025 19:56:45,1,,ENTRY,,,1241543247,,,,,,
415,203,K04,204,2,01/10/2025 19:56:54,1,1,TNG,7.20,,1361429263,,7.20,,128.80,,
670,203,M06,,2,01/10/2025 19:56:54,1,,ENTRY,,,1332499791,,,,,,
102,203,K01,201,6,01/10/2025 19:56:55,1,1,TNG,9.20,,1017683951,,9.20,,2.07,,
416,203,K04,204,2,01/10/2025 19:57:02,1,1,TNG,7.20,,4092196623,,7.20,,135.43,,
576,203,M01,,2,01/10/2025 19:57:19,1,,ENTRY,,,1317828879,,,,,,
417,203,K04,201,2,01/10/2025 19:57:19,1,1,TNG,9.20,,2786804431,,9.20,,8.77,,
103,203,K01,204,6,01/10/2025 19:57:20,1,1,TNG,7.20,,1688326927,,7.20,,7.87,,
344,203,K05,204,2,01/10/2025 19:57:24,1,1,TNG,7.20,,2260866831,,7.20,,77.55,,
344,203,K05,,2,01/10/2025 19:57:25,,,,0.00, ,2260866831, ,0.00,,0.00,53,TngAutorefillEnable
527,203,M04,,2,01/10/2025 19:57:31,1,,ENTRY,,,1099740975,,,,,,
104,203,K01,204,6,01/10/2025 19:57:42,1,1,TNG,7.20,,1093173391,,7.20,,48.18,,
314,203,K06,201,2,01/10/2025 19:57:58,1,1,RFID,9.20,3,E2806F1220009F023E85DCCA,JSH7070,9.20,,70.80,,
69,203,K02,202,5,01/10/2025 19:57:59,1,1,TNG,5.60,,2235534575,,5.60,,29.07,,
147,203,M07,,2,01/10/2025 19:58:00,1,,ENTRY,,3,E2806F12200073023E98920E,BKV8063,,,,,
345,203,K05,201,2,01/10/2025 19:58:03,1,1,TNG,9.20,,4137162831,,9.20,,53.75,,
577,203,M01,,2,01/10/2025 19:58:05,1,,ENTRY,,,1098411023,,,,,,
671,203,M06,,2,01/10/2025 19:58:14,1,,ENTRY,,,4042406351,,,,,,
419,203,K04,204,2,01/10/2025 19:58:21,1,1,TNG,7.20,,0620678639,,7.20,,46.66,,
346,203,K05,201,2,01/10/2025 19:58:22,1,1,TNG,9.20,,1180491407,,9.20,,14.39,,
106,203,K01,201,6,01/10/2025 19:58:24,1,1,TNG,9.20,,3401523477,,9.20,,3.48,,
347,203,K05,201,2,01/10/2025 19:58:30,1,1,ABTC,9.20,,1287157775,,9.20,,139.90,,
420,203,K04,202,2,01/10/2025 19:58:53,1,1,ABTC,5.60,,2208663439,,5.60,,11.34,,
348,203,K05,201,2,01/10/2025 19:58:54,1,1,ABTC,9.20,,1043872591,,9.20,,177.38,,
672,203,M06,,2,01/10/2025 19:59:00,1,,ENTRY,,,1880901743,,,,,,
578,203,M01,,2,01/10/2025 19:59:02,1,,ENTRY,,,4151844367,,,,,,
673,203,M06,,2,01/10/2025 19:59:14,1,,ENTRY,,,1146515663,,,,,,
579,203,M01,,2,01/10/2025 19:59:15,1,,ENTRY,,,3141032367,,,,,,
528,203,M04,,2,01/10/2025 19:59:18,1,,ENTRY,,,1854887471,,,,,,
645,203,M02,,2,01/10/2025 19:59:20,1,,ENTRY,,,2248515311,,,,,,
580,203,M01,,2,01/10/2025 19:59:25,1,,ENTRY,,,3337549557,,,,,,
107,203,K01,201,6,01/10/2025 19:59:47,3,3,TNG,18.40,,1769584303,,18.40,,109.11,,
674,203,M06,,2,01/10/2025 19:59:54,1,,ENTRY,,,1013724527,,,,,,
531,203,M04,,2,01/10/2025 20:00:09,1,,ENTRY,,,1624618191,,,,,,
108,203,K01,201,6,01/10/2025 20:00:15,3,3,TNG,18.40,,4119570767,,18.40,,33.30,,
315,203,K06,202,2,01/10/2025 20:00:25,1,1,RFID,5.60,3,E2806F1220008E02424AB010,JWM178,5.60,,74.40,,
70,203,K02,201,5,01/10/2025 20:00:28,3,3,TNG,18.40,,1773473359,,18.40,,425.10,,
349,203,K05,201,2,01/10/2025 20:00:37,1,1,ABTC,9.20,,1873888911,,9.20,,544.61,,
109,203,K01,202,6,01/10/2025 20:00:37,3,3,TNG,11.30,,1212869999,,11.30,,171.00,,
675,203,M06,,2,01/10/2025 20:00:52,1,,ENTRY,,,3382773381,,,,,,
350,203,K05,204,2,01/10/2025 20:01:00,1,1,TNG,7.20,,1896335823,,7.20,,9.60,,
421,203,K04,204,2,01/10/2025 20:01:03,1,1,TNG,7.20,,2165357359,,7.20,,28.19,,
676,203,M06,,2,01/10/2025 20:01:14,1,,ENTRY,,,1173931599,,,,,,
71,203,K02,201,5,01/10/2025 20:01:35,4,1,TNG,4.60,,4167939663,,4.60,,43.08,,
110,203,K01,204,6,01/10/2025 20:01:36,1,1,TNG,7.20,,1129190927,,7.20,,56.86,,
422,203,K04,204,2,01/10/2025 20:01:43,1,1,TNG,7.20,,1054179887,,7.20,,1.79,,
581,203,M01,,2,01/10/2025 20:01:45,1,,ENTRY,,,1005324303,,,,,,
316,203,K06,204,2,01/10/2025 20:01:46,1,1,RFID,7.20,3,E280110520007183F6630AD3,JVN1923,7.20,,13.82,,
72,203,K02,204,5,01/10/2025 20:01:48,1,1,TNG,7.20,,1160090607,,7.20,,5.83,,
532,203,M04,,2,01/10/2025 20:01:53,1,,ENTRY,,,3089686863,,,,,,
677,203,M06,,2,01/10/2025 20:02:15,1,,ENTRY,,,1696849263,,,,,,
317,203,K06,204,2,01/10/2025 20:02:16,1,1,RFID,7.20,3,E28011052000774BCCED0A55,JUR7677,7.20,,28.41,,
112,203,K01,204,6,01/10/2025 20:02:32,1,1,TNG,7.20,,1334342863,,7.20,,9.20,,
646,203,M02,,2,01/10/2025 20:02:34,1,,ENTRY,,,3051101199,,,,,,
582,203,M01,,2,01/10/2025 20:02:37,1,,ENTRY,,,1854612047,,,,,,
