"Trx
 No",Plaza No (Exit),Lane No (Exit),"Entry
Plaza","Job
No","Transaction 
Date & Time",Trx,AVC,"Payment
Mode","Fare 
Amount
(RM)","Account
Type",Mfg No/Tag ID,Vehicle No,"Paid 
Amount
(RM)","Penalty
Code",Balance,Exceptional
607,202,K06,203,1,1/10/2025 12:44,1,1,RFID,5.6,3,E2806F122000D40241338335,WB166H,5.6,,154.61,
608,202,K06,201,1,1/10/2025 12:44,1,1,RFID,4.5,3,E280110520007084F9F90ACE,JQH8,4.5,,75.5,
609,202,K06,204,1,1/10/2025 12:45,1,1,RFID,9.9,3,E280110520007ADDF6770AD3,SWF2438,9.9,,73.13,
610,202,K06,203,1,1/10/2025 12:48,1,1,RFID,5.6,3,E280110520007311E0B70A55,JVC9387,5.6,,74.4,
611,202,K06,201,1,1/10/2025 12:49,1,1,RFID,4.5,3,E280110520007501F8920ACE,JMG5310,4.5,,75.5,
612,202,K06,201,1,1/10/2025 12:49,1,1,RFID,4.5,3,E2806F122000DB024150C4F6,JWN9399,4.5,,75.5,
613,202,K06,201,1,1/10/2025 12:50,1,1,RFID,4.5,3,E280110520007052E8160ACC,BNE8818,4.5,,79.5,
614,202,K06,201,1,1/10/2025 12:51,1,1,RFID,4.5,3,E280110520007044B8D90AD1,JNJ2328,4.5,,75.5,
615,202,K06,201,1,1/10/2025 12:52,1,1,RFID,4.5,3,E28011052000715EF6740AD3,QS328T,4.5,,416.21,
616,202,K06,204,1,1/10/2025 12:52,1,1,RFID,9.9,3,E2806F1220003E02412D712B,JWD9190,9.9,,70.1,
618,202,K06,204,1,1/10/2025 12:53,1,1,RFID,9.9,3,E2C06A12200086022CBFF67F,SFJ9860B,9.9,,206.39,
619,202,K06,201,1,1/10/2025 12:54,1,1,RFID,4.5,3,E28011052000771649230AE3,JWP5971,4.5,,75.5,
620,202,K06,201,1,1/10/2025 12:55,1,1,RFID,4.5,3,E2806F122000D002412D0D7A,JTW9819,4.5,,565.52,
621,202,K06,201,1,1/10/2025 12:56,1,1,RFID,4.5,3,E280110520007952F9390ACE,JTP4356,4.5,,27.26,
622,202,K06,204,1,1/10/2025 12:58,1,1,RFID,9.9,3,E2806F12200076023E84F72D,VBS291,9.9,,299,
623,202,K06,201,1,1/10/2025 12:59,1,1,RFID,4.5,3,E2806F1220005202412D54C4,JTJ6138,4.5,,150.99,
624,202,K06,201,1,1/10/2025 12:59,1,1,RFID,4.5,3,E2806F12200049024121860D,JXR8527,4.5,,316.76,
625,202,K06,201,1,1/10/2025 13:00,1,1,RFID,4.5,3,E280110520007452E2550A55,JTN2621,4.5,,139.72,
626,202,K06,203,1,1/10/2025 13:00,1,1,RFID,5.6,3,E2806F1220004A0241506363,VMV4314,5.6,,74.4,
627,202,K06,203,1,1/10/2025 13:01,1,1,RFID,5.6,3,E280110520007113E8580ACC,JSE9399,5.6,,333.26,
628,202,K06,203,1,1/10/2025 13:03,1,1,RFID,5.6,3,E2801105200072D5E1530A55,GT1441,5.6,,81.4,
629,202,K06,203,1,1/10/2025 13:03,1,1,RFID,5.6,3,E280110520007095C6AE0A55,JQG2781,5.6,,74.4,
630,202,K06,201,1,1/10/2025 13:04,1,1,RFID,4.5,3,E2806F1220006C02413B4B60,JSK8667,4.5,,79.44,
631,202,K06,204,1,1/10/2025 13:04,1,1,RFID,9.9,3,E2C06A1220004002201C1695,SNW8941U,9.9,,26.55,
632,202,K06,201,1,1/10/2025 13:05,1,1,RFID,4.5,3,E280110520007B09C64C0A55,PMD51,4.5,,"19,995.50",
633,202,K06,201,1,1/10/2025 13:06,1,1,RFID,4.5,3,E28011052000709AD66809ED,JNW5424,4.5,,75.5,
634,202,K06,201,1,1/10/2025 13:06,1,1,RFID,4.5,3,E28011052000768D9D5F0A1C,JSB4113,4.5,,137.93,
635,202,K06,203,1,1/10/2025 13:06,1,1,RFID,5.6,3,E280110520007381F91D0ACE,VMH1755,5.6,,74.4,
636,202,K06,201,1,1/10/2025 13:09,1,1,RFID,4.5,3,E28011052000789BE9110ACC,MCV6873,4.5,,117.13,
637,202,K06,201,1,1/10/2025 13:10,1,1,RFID,4.5,3,E2806F1220003602412D15CA,PLL102,4.5,,38.77,
638,202,K06,201,1,1/10/2025 13:10,1,1,RFID,4.5,3,E2801105200075890C010A5A,E2855,4.5,,75.5,
639,202,K06,201,1,1/10/2025 13:10,1,1,RFID,4.5,3,E2801105200077850F2609DB,JSS6332,4.5,,75.5,
640,202,K06,204,1,1/10/2025 13:10,1,1,RFID,9.9,3,E280110520007242E86E0ACC,JXQ6806,9.9,,843.22,
641,202,K06,204,1,1/10/2025 13:11,1,1,RFID,9.9,3,E2806F1220004202413B2607,JWW2357,9.9,,70.1,
642,202,K06,201,1,1/10/2025 13:11,1,1,RFID,4.5,3,E2806F122000C102412D5DA7,SYS892,4.5,,75.5,
643,202,K06,201,1,1/10/2025 13:11,1,1,RFID,4.5,3,E28011052000735CCB070A55,JNM3989,4.5,,77.27,
644,202,K06,201,1,1/10/2025 13:12,1,1,RFID,4.5,3,E2806F1220001302412DB855,JWP8743,4.5,,207.38,
645,202,K06,204,1,1/10/2025 13:13,1,1,RFID,9.9,3,E280110520007189C9BC0A55,VV1011,9.9,,70.1,
646,202,K06,201,1,1/10/2025 13:13,1,1,RFID,4.5,3,E28011052000775BF9B60ACE,JWE6590,4.5,,51.17,
647,202,K06,201,1,1/10/2025 13:13,1,1,RFID,4.5,3,E2806F12200023023E9BC3F0,BQT2226,4.5,,39.43,
648,202,K06,201,1,1/10/2025 13:13,1,1,RFID,4.5,3,E280110520007109F98F0ACE,PPU2907,4.5,,75.5,
649,202,K06,203,1,1/10/2025 13:15,1,1,RFID,5.6,3,E2806F122000AD02424E458C,VIPS7637,5.6,,"1,156.38",
652,202,K06,204,1,1/10/2025 13:16,1,1,RFID,9.9,3,E2806F122000F10241308FFB,JTH9126,9.9,,7.44,
653,202,K06,201,1,1/10/2025 13:17,1,1,RFID,4.5,3,E280110520007293E7BA0ACC,JWK1092,4.5,,165.35,
654,202,K06,201,1,1/10/2025 13:17,1,1,RFID,4.5,3,E280110520007A99F9B80ACE,JVX8042,4.5,,75.5,
655,202,K06,204,1,1/10/2025 13:19,1,1,RFID,9.9,3,E2806F1220001E0241224826,WC4288X,9.9,,227.27,
656,202,K06,201,1,1/10/2025 13:20,1,1,RFID,4.5,3,E2806F12200088024224CE96,VPB9012,4.5,,494.61,
657,202,K06,203,1,1/10/2025 13:20,1,1,RFID,5.6,3,E28011052000718EE92A0ACC,VEM992,5.6,,"1,794.72",
658,202,K06,203,1,1/10/2025 13:21,1,1,RFID,5.6,3,E2806F12200018024131016E,G3332,5.6,,263.85,
659,202,K06,201,1,1/10/2025 13:23,1,1,RFID,4.5,3,E280110520007185C63A0A55,WB8088X,4.5,,75.5,
660,202,K06,201,1,1/10/2025 13:24,1,1,RFID,4.5,3,E2801105200070D40AE10A5A,X9198,4.5,,"1,036.94",
661,202,K06,204,1,1/10/2025 13:24,1,1,RFID,9.9,3,E2806F122000D6024245DE75,ANN5255,9.9,,10.54,
662,202,K06,203,1,1/10/2025 13:24,1,1,RFID,5.6,3,E2806F1220001102424430A4,VMS7781,5.6,,74.4,
663,202,K06,203,1,1/10/2025 13:25,1,1,RFID,5.6,3,E2806F1220009A02424EAFC7,JXX3350,5.6,,19.09,
664,202,K06,203,1,1/10/2025 13:25,1,1,RFID,5.6,3,E280110520007353F4570ACE,JWL9558,5.6,,11.09,
665,202,K06,204,1,1/10/2025 13:26,1,1,RFID,9.9,3,E2806F12200075024132B9BD,JXM5008,9.9,,12.91,
666,202,K06,201,1,1/10/2025 13:26,1,1,RFID,4.5,3,E28011052000799BC9F40A55,JPY888,4.5,,"4,455.02",
667,202,K06,201,1,1/10/2025 13:26,1,1,RFID,4.5,3,E2806F1220008C0241337D6A,MDV4483,4.5,,75.5,
668,202,K06,203,1,1/10/2025 13:27,1,1,RFID,5.6,3,E2806F122000320241373ABF,JXG2383,5.6,,343.05,
669,202,K06,204,1,1/10/2025 13:27,1,1,RFID,9.9,3,E28011052000729DE2470A55,JUW8917,9.9,,414.31,
670,202,K06,203,1,1/10/2025 13:27,1,1,RFID,5.6,3,E2801105200074DED66A09ED,JRY8084,5.6,,40.73,
671,202,K06,201,1,1/10/2025 13:28,1,1,RFID,4.5,3,E280110520007492E96A0ACC,VCG3815,4.5,,75.5,
672,202,K06,201,1,1/10/2025 13:28,1,1,RFID,4.5,3,E2806F1220008A024223DB23,JXR5073,4.5,,100.64,
673,202,K06,201,1,1/10/2025 13:28,1,1,RFID,4.5,3,E280110520007A95F48B0ACE,MAS234,4.5,,75.5,
674,202,K06,203,1,1/10/2025 13:28,1,1,RFID,5.6,3,E2806F12200048024137ECEC,JXC8336,5.6,,559.15,
675,202,K06,201,1,1/10/2025 13:28,1,1,RFID,4.5,3,E2806F1220004402424B080A,RBB93,4.5,,773.28,
676,202,K06,201,1,1/10/2025 13:29,1,1,RFID,4.5,3,E2C06A122000AD022CBCAA04,SMQ1010X,4.5,,138.91,
677,202,K06,201,1,1/10/2025 13:29,1,1,RFID,4.5,3,E280110520007B1EC67E0A55,JTF1589,4.5,,27.93,
678,202,K06,204,1,1/10/2025 13:29,1,1,RFID,9.9,3,E280110520007A5CC9FA0A55,QTY688,9.9,,70.1,
679,202,K06,201,1,1/10/2025 13:29,1,1,RFID,4.5,3,E2806F12200054024224593F,TDC606,4.5,,167.14,
680,202,K06,204,1,1/10/2025 13:30,1,1,RFID,9.9,3,E2806F1220003102424F8974,WWA995,9.9,,381.09,
681,202,K06,201,1,1/10/2025 13:31,1,1,RFID,4.5,3,E2806F122000370242246A69,GM9122,4.5,,223.47,
682,202,K06,204,1,1/10/2025 13:32,1,1,RFID,9.9,3,E2801105200078540BF20A5A,CEQ1028,9.9,,70.1,
683,202,K06,201,1,1/10/2025 13:32,1,1,RFID,4.5,3,E28011052000745BE3170A55,RAU8680,4.5,,4.5,
684,202,K06,204,1,1/10/2025 13:33,1,1,RFID,9.9,3,E2806F1220005F02424EEEF2,JJC101,9.9,,114.64,
685,202,K06,201,1,1/10/2025 13:34,1,1,RFID,4.5,3,E2806F1220006902412119B8,JXW1540,4.5,,75.5,
686,202,K06,201,1,1/10/2025 13:34,1,1,RFID,4.5,3,E28011052000768CCAF80A55,QQ7119,4.5,,173.5,
687,202,K06,201,1,1/10/2025 13:34,1,1,RFID,4.5,3,E28011052000771D0F2A09DB,JNJ3113,4.5,,786.67,
688,202,K06,201,1,1/10/2025 13:34,1,1,RFID,4.5,3,E28011052000765119360A56,JUD4711,4.5,,75.5,
689,202,K06,201,1,1/10/2025 13:35,1,1,RFID,4.5,3,E280110520007A4EE95E0ACC,SD5871M,4.5,,750.59,
690,202,K06,201,1,1/10/2025 13:35,1,1,RFID,4.5,3,E280110520007653C5B30A55,SJF3,4.5,,75.5,
691,202,K06,201,1,1/10/2025 13:36,1,1,RFID,4.5,3,E280110520007796F65E0AD3,SK2916D,4.5,,200.94,
692,202,K06,201,1,1/10/2025 13:36,1,1,RFID,4.5,3,E28011052000779DF37E0ACE,JWD6557,4.5,,75.5,
693,202,K06,201,1,1/10/2025 13:36,1,1,RFID,4.5,3,E2801105200074DAE2440A55,ALP8281,4.5,,18.16,
694,202,K06,201,1,1/10/2025 13:37,1,1,RFID,4.5,3,E2C06A1220009A022CC01B97,SNA2318A,4.5,,184.39,
695,202,K06,201,1,1/10/2025 13:37,1,1,RFID,4.5,3,E28011052000791EC8CE0A55,JRW8114,4.5,,164.98,
696,202,K06,203,1,1/10/2025 13:37,1,1,RFID,5.6,3,E2806F12200002024137507C,JXL8191,5.6,,74.4,
697,202,K06,201,1,1/10/2025 13:38,1,1,RFID,4.5,3,E2003412012C0300086C2ECF,JSB9544,4.5,,217.36,
698,202,K06,204,1,1/10/2025 13:38,1,1,RFID,9.9,3,E2806F1220008B02425D4E6C,JYF9553,9.9,,0.52,
699,202,K06,201,1,1/10/2025 13:39,1,1,RFID,4.5,3,E2806F122000E4024244F0CD,WYY2719,4.5,,75.5,
700,202,K06,203,1,1/10/2025 13:39,1,1,RFID,5.6,3,E20034120129010004E2C094,VAR8001,5.6,,236.44,
701,202,K06,201,1,1/10/2025 13:40,1,1,RFID,4.5,3,E280110520007A53F5E10AD3,PATRIOT896,4.5,,856.32,
702,202,K06,201,1,1/10/2025 13:42,1,1,RFID,4.5,3,E2806F1220004402424ADF34,DFL99,4.5,,509.61,
703,202,K06,201,1,1/10/2025 13:42,1,1,RFID,4.5,3,E2801105200072C9E85D0ACC,KFA9,4.5,,266.85,
704,202,K06,201,1,1/10/2025 13:43,1,1,RFID,4.5,3,E28011052000709D49100AE3,NDR649,4.5,,60.83,
705,202,K06,201,1,1/10/2025 13:43,1,1,RFID,4.5,3,E280110520007B03B8CF0AD1,UC2332,4.5,,"2,938.12",
706,202,K06,203,1,1/10/2025 13:43,1,1,RFID,5.6,3,E2801105200070C3E2400A55,WPB7379,5.6,,5.82,
707,202,K06,201,1,1/10/2025 13:43,1,1,RFID,4.5,3,E2806F122000C70242245440,JML8518,4.5,,75.5,
708,202,K06,201,1,1/10/2025 13:44,1,1,RFID,4.5,3,E2801105200078CEF9B60ACE,JHC333,4.5,,"1,743.80",
709,202,K06,201,1,1/10/2025 13:44,1,1,RFID,4.5,3,E280110520007341E8F30ACC,RAN3454,4.5,,78.85,
710,202,K06,201,1,1/10/2025 13:44,1,1,RFID,4.5,3,E280110520007B0CE1370A55,JHF5536,4.5,,643,
711,202,K06,201,1,1/10/2025 13:45,1,1,RFID,4.5,3,E280110520007881E2B50A55,JLR4544,4.5,,75.5,
712,202,K06,201,1,1/10/2025 13:45,1,1,RFID,4.5,3,E2806F122000B202412D4ABE,JPJ3121,4.5,,312.15,
713,202,K06,201,1,1/10/2025 13:46,1,1,RFID,4.5,3,E28011052000784EE7CA0ACC,JRU51,4.5,,123.86,
714,202,K06,204,1,1/10/2025 13:47,1,1,RFID,9.9,3,E2806F1220005802412D7259,VNC5002,9.9,,422.57,
715,202,K06,201,1,1/10/2025 13:47,1,1,RFID,4.5,3,E2806F1220005202423B846E,JYD3284,4.5,,2.16,
716,202,K06,201,1,1/10/2025 13:48,1,1,RFID,4.5,3,E28011052000755B3FA609A4,JPU4243,4.5,,189.23,
717,202,K06,201,1,1/10/2025 13:49,1,1,RFID,4.5,3,E2806F122000C1024244DED2,JTW3536,4.5,,756.64,
718,202,K06,201,1,1/10/2025 13:49,1,1,RFID,4.5,3,E2806F1220005302423D35D7,VMM6379,4.5,,"1,739.55",
719,202,K06,201,1,1/10/2025 13:49,1,1,RFID,4.5,3,E280110520007592F9B40ACE,JUJ4857,4.5,,75.5,
720,202,K06,201,1,1/10/2025 13:51,1,1,RFID,4.5,3,E2806F12200094024244DF10,QAB892L,4.5,,78.5,
721,202,K06,203,1,1/10/2025 13:52,1,1,RFID,5.6,3,E2806F12200004023E8596BD,VNB5473,5.6,,74.4,
722,202,K06,201,1,1/10/2025 13:52,1,1,RFID,4.5,3,E28011052000711BC53F0A55,VLH1088,4.5,,669.24,
723,202,K06,203,1,1/10/2025 13:53,1,1,RFID,5.6,3,E2806F12200076023AE22D05,JYA8337,5.6,,48.6,
724,202,K06,204,1,1/10/2025 13:54,1,1,RFID,9.9,3,E2C06A1220006D022CB9F38C,SNE2094Z,9.9,,43.17,
725,202,K06,203,1,1/10/2025 13:54,1,1,RFID,5.6,3,E280110520007195CB0A0A55,JTW7808,5.6,,69.49,
726,202,K06,201,1,1/10/2025 13:54,1,1,RFID,4.5,3,E2806F122000820241312EFC,SJJ558,4.5,,135.2,
727,202,K06,201,1,1/10/2025 13:55,1,1,RFID,4.5,3,E2801105200078DAD5A109ED,JSR8085,4.5,,511.56,
728,202,K06,201,1,1/10/2025 13:55,1,1,RFID,4.5,3,E28011052000754AF98C0ACE,JXP5168,4.5,,"3,661.71",
729,202,K06,204,1,1/10/2025 13:56,1,1,RFID,9.9,3,E2806F1220008B02424B01AF,WB2091B,9.9,,70.1,
730,202,K06,201,1,1/10/2025 13:56,1,1,RFID,4.5,3,E2806F1220006002412D8AB7,JXJ888,4.5,,177.62,
731,202,K06,201,1,1/10/2025 13:56,1,1,RFID,4.5,3,E280110520007A8CF4AC0ACE,JVD8810,4.5,,75.5,
732,202,K06,201,1,1/10/2025 13:57,1,1,RFID,4.5,3,E280110520007A920C330A5A,WQT8623,4.5,,377.01,
733,202,K06,203,1,1/10/2025 13:57,1,1,RFID,5.6,3,E2806F122000DB023EB02B16,SJC916,5.6,,127.92,
734,202,K06,201,1,1/10/2025 13:58,1,1,RFID,4.5,3,E280110520007184E0DC0A55,JVD525,4.5,,242.25,
1,202,K06,201,2,1/10/2025 14:00,1,1,RFID,4.5,3,E28011052000765BE9AB0ACC,RAR1234,4.5,,97.94,
2,202,K06,201,2,1/10/2025 14:00,1,1,RFID,4.5,3,E280110520007ACEC9620A55,WTP8896,4.5,,92.16,
3,202,K06,201,2,1/10/2025 14:01,1,1,RFID,4.5,3,E28011052000744AC5070A55,JTU3006,4.5,,100.81,
4,202,K06,201,2,1/10/2025 14:02,1,1,RFID,4.5,3,E2806F122000EC02423D9221,JNB7568,4.5,,75.5,
5,202,K06,201,2,1/10/2025 14:04,1,1,RFID,4.5,3,E28011052000769ECA320A55,JSL3933,4.5,,168.57,
6,202,K06,204,2,1/10/2025 14:05,1,1,RFID,9.9,3,E2806F122000AA0241311DDE,JQT815,9.9,,70.1,
7,202,K06,201,2,1/10/2025 14:05,1,1,RFID,4.5,3,E280110520007389C98F0A55,JQD3336,4.5,,133.26,
8,202,K06,201,2,1/10/2025 14:05,1,1,RFID,4.5,3,E280110520007152F66C0AD3,JMD9067,4.5,,732.9,
9,202,K06,201,2,1/10/2025 14:05,1,1,RFID,4.5,3,E280110520007902E1C20A55,KDM6910,4.5,,11.91,
10,202,K06,201,2,1/10/2025 14:06,1,1,RFID,4.5,3,E2003412012F200000252A2B,JSF9797,4.5,,75.5,
11,202,K06,203,2,1/10/2025 14:07,1,1,RFID,5.6,3,E280110520007B93C9B90A55,JUJ9581,5.6,,137.63,
12,202,K06,201,2,1/10/2025 14:09,1,1,RFID,4.5,3,E2806F1220008D02422438EE,JQU8916,4.5,,97.57,
13,202,K06,203,2,1/10/2025 14:09,1,1,RFID,5.6,3,E2806F1220000F023EB0C111,UMS8800,5.6,,85,
14,202,K06,204,2,1/10/2025 14:10,1,1,RFID,9.9,3,E2806F1220008B02423D7736,JYG6056,9.9,,580.27,
15,202,K06,201,2,1/10/2025 14:12,1,1,RFID,4.5,3,E2801105200076DCC5760A55,VFV4340,4.5,,75.5,
16,202,K06,201,2,1/10/2025 14:12,1,1,RFID,4.5,3,E2801105200070920AF20A5A,JQR4592,4.5,,373.14,
17,202,K06,204,2,1/10/2025 14:12,1,1,RFID,9.9,3,E2806F122000B402412D5E0A,JTR6361,9.9,,70.1,
19,202,K06,201,2,1/10/2025 14:16,1,1,RFID,4.5,3,E2806F122000B60241507806,JXM261,4.5,,86.66,
20,202,K06,201,2,1/10/2025 14:17,1,1,RFID,4.5,3,E2806F122000E602413AC021,JWT7005,4.5,,354.85,
21,202,K06,201,2,1/10/2025 14:17,1,1,RFID,4.5,3,E2806F122000CB0241223108,MCF8066,4.5,,75.5,
22,202,K06,201,2,1/10/2025 14:18,1,1,RFID,4.5,3,E280110520007755739D0ADF,JVT1850,4.5,,75.5,
23,202,K06,203,2,1/10/2025 14:18,1,1,RFID,5.6,3,E2806F1220005702424A8071,VPP4162,5.6,,495.6,
24,202,K06,201,2,1/10/2025 14:19,1,1,RFID,4.5,3,E280110520007483C4EE0A55,JVM6191,4.5,,75.5,
25,202,K06,201,2,1/10/2025 14:20,1,1,RFID,4.5,3,E2C06A1220009A022CC07186,SNU1935U,4.5,,333.85,
26,202,K06,201,2,1/10/2025 14:20,1,1,RFID,4.5,3,E2806F122000E202413AD903,VBW5529,4.5,,"1,155.34",
27,202,K06,201,2,1/10/2025 14:21,1,1,RFID,4.5,3,E280110520007689C96B0A55,JUQ1818,4.5,,92.33,
28,202,K06,201,2,1/10/2025 14:21,1,1,RFID,4.5,3,E2801105200070CBE75809ED,JTL5255,4.5,,916.56,
29,202,K06,201,2,1/10/2025 14:22,1,1,RFID,4.5,3,E2801105200078DDCDA30A55,JVA5955,4.5,,21.62,
30,202,K06,203,2,1/10/2025 14:23,1,1,RFID,5.6,3,E2806F122000D602412D028F,JNP6868,5.6,,"19,994.40",
31,202,K06,201,2,1/10/2025 14:23,1,1,RFID,4.5,3,E280110520007913FA310ACE,KFS3828,4.5,,75.5,
32,202,K06,201,2,1/10/2025 14:24,1,1,RFID,4.5,3,E2801105200074CEC8CE0A55,JVW9182,4.5,,289.42,
33,202,K06,204,2,1/10/2025 14:25,1,1,RFID,9.9,3,E2806F122000AD024120CFAD,JVV4777,9.9,,63.93,
34,202,K06,201,2,1/10/2025 14:25,1,1,RFID,4.5,3,E28011052000748EC8BF0A55,JTW6881,4.5,,75.5,
35,202,K06,201,2,1/10/2025 14:26,1,1,RFID,4.5,3,E280110520007249E2E20A55,JWB2521,4.5,,60.46,
36,202,K06,203,2,1/10/2025 14:26,1,1,RFID,5.6,3,E280110520007902C88F0A55,VAV5604,5.6,,74.4,
37,202,K06,201,2,1/10/2025 14:27,1,1,RFID,4.5,3,E28011052000774D72F20ADF,JWS1511,4.5,,85.29,
38,202,K06,201,2,1/10/2025 14:27,1,1,RFID,4.5,3,E2801105200074C5E8870ACC,JTM6015,4.5,,134.86,
39,202,K06,201,2,1/10/2025 14:27,1,1,RFID,4.5,3,E2806F12200023024130A849,JUE8611,4.5,,22.78,
40,202,K06,201,2,1/10/2025 14:28,1,1,RFID,4.5,3,E2806F12200093023E98953B,JTJ228,4.5,,81.57,
41,202,K06,201,2,1/10/2025 14:30,1,1,RFID,4.5,3,E280110520007914E1CC0A55,BNM7840,4.5,,265.9,
42,202,K06,203,2,1/10/2025 14:31,1,1,RFID,5.6,3,E2806F12200098024120EB37,MBX776,5.6,,74.4,
43,202,K06,201,2,1/10/2025 14:31,1,1,RFID,4.5,3,E28011052000735AE9A50ACC,BKQ9660,4.5,,75.5,
44,202,K06,201,2,1/10/2025 14:31,1,1,RFID,4.5,3,E2806F12200096023E98EFEE,JXD4758,4.5,,89.2,
45,202,K06,204,2,1/10/2025 14:33,1,1,RFID,9.9,3,E2806F122000F30242458E17,VPE8084,9.9,,87.28,
46,202,K06,201,2,1/10/2025 14:33,1,1,RFID,4.5,3,E2806F12200005023E9C1E3F,JVX145,4.5,,89.99,
47,202,K06,204,2,1/10/2025 14:33,1,1,RFID,9.9,3,E2806F1220008B0241317670,VNG6149,9.9,,173.23,
48,202,K06,201,2,1/10/2025 14:33,1,1,RFID,4.5,3,E2003412012B0300086BC6E2,JMX8999,4.5,,75.5,
49,202,K06,203,2,1/10/2025 14:33,1,1,RFID,5.6,3,E2801105200070920BF40A5A,JSW8509,5.6,,74.4,
50,202,K06,201,2,1/10/2025 14:35,1,1,RFID,4.5,3,E28011052000738949100AE3,VKP8522,4.5,,128.68,
51,202,K06,201,2,1/10/2025 14:36,1,1,RFID,4.5,3,E2806F122000F1023E85F990,WYK6933,4.5,,4.75,
52,202,K06,201,2,1/10/2025 14:36,1,1,RFID,4.5,3,E280110520007944E17A0A55,VN699,4.5,,176.23,
53,202,K06,201,2,1/10/2025 14:36,1,1,RFID,4.5,3,E2806F12200020024224A4BF,VLK5665,4.5,,146.12,
54,202,K06,201,2,1/10/2025 14:37,1,1,RFID,4.5,3,E28011052000744DF4890ACE,JWU5155,4.5,,91.77,
55,202,K06,203,2,1/10/2025 14:38,1,1,RFID,5.6,3,E2801105200076DBC4DF0A55,JWH5538,5.6,,617.84,
56,202,K06,201,2,1/10/2025 14:39,1,1,RFID,4.5,3,E2806F122000FE02424F56FD,QAB8882M,4.5,,75.5,
57,202,K06,201,2,1/10/2025 14:41,1,1,RFID,4.5,3,E2806F1220002102415126BF,WMD9716,4.5,,78.76,
58,202,K06,201,2,1/10/2025 14:41,1,1,RFID,4.5,3,E2801105200073814A7A0993,JMT9657,4.5,,"1,763.29",
59,202,K06,201,2,1/10/2025 14:42,1,1,RFID,4.5,3,E280110520007949B8E90AD1,DEW30,4.5,,105,
60,202,K06,201,2,1/10/2025 14:43,1,1,RFID,4.5,3,E280110520007B8AC8BE0A55,J1002,4.5,,"2,190.88",
61,202,K06,203,2,1/10/2025 14:43,1,1,RFID,5.6,3,E280110520007593C8AA0A55,JKH72,5.6,,72.38,
62,202,K06,201,2,1/10/2025 14:44,1,1,RFID,4.5,3,E28011052000774AC9F60A55,JWP5580,4.5,,29.41,
63,202,K06,204,2,1/10/2025 14:44,1,1,RFID,9.9,3,E28011052000748B9D960A1C,WSW6978,9.9,,70.1,
64,202,K06,204,2,1/10/2025 14:45,1,1,RFID,9.9,3,E2806F122000980242249987,JHN9129,9.9,,37.2,
65,202,K06,203,2,1/10/2025 14:47,1,1,RFID,5.6,3,E2806F122000A20241513135,JRA64,5.6,,74.4,
66,202,K06,201,2,1/10/2025 14:47,1,1,RFID,4.5,3,E28011052000778AE83B0ACC,JWM1286,4.5,,552.43,
67,202,K06,201,2,1/10/2025 14:48,1,1,RFID,4.5,3,E280110520007109E9280ACC,JVR5198,4.5,,320.71,
68,202,K06,201,2,1/10/2025 14:49,1,1,RFID,4.5,3,E2806F12200017024150C60E,JXD7109,4.5,,75.5,
69,202,K06,201,2,1/10/2025 14:50,1,1,RFID,4.5,3,E2806F12200072024137CCB1,VEM3176,4.5,,499.01,
70,202,K06,201,2,1/10/2025 14:50,1,1,RFID,4.5,3,E28011052000710DB8E90AD1,JUS932,4.5,,75.5,
71,202,K06,201,2,1/10/2025 14:50,1,1,RFID,4.5,3,E280110520007592E16C0A55,UM902,4.5,,75.5,
72,202,K06,201,2,1/10/2025 14:52,1,1,RFID,4.5,3,E280110520007B09F9020ACE,JVN9621,4.5,,208.99,
73,202,K06,204,2,1/10/2025 14:52,1,1,RFID,9.9,3,E2806F122000B2024150B213,QDB1118,9.9,,98.79,
74,202,K06,204,2,1/10/2025 14:52,1,1,RFID,9.9,3,E2806F122000D4024151208A,JWV528,9.9,,70.1,
75,202,K06,201,2,1/10/2025 14:53,1,1,RFID,4.5,3,E2806F1220000702423DAE03,CDU2180,4.5,,333.94,
76,202,K06,201,2,1/10/2025 14:54,1,1,RFID,4.5,3,E2806F122000CA0242452790,JUD8885,4.5,,75.5,
77,202,K06,201,2,1/10/2025 14:55,1,1,RFID,4.5,3,E280110520007889E0CB0A55,JUD3655,4.5,,44.81,
78,202,K06,204,2,1/10/2025 14:56,1,1,RFID,9.9,3,E28011052000754DF9B10ACE,JQC6001,9.9,,184.93,
79,202,K06,201,2,1/10/2025 14:57,1,1,RFID,4.5,3,E2806F122000C6024147190A,MDU688,4.5,,758.6,
80,202,K06,204,2,1/10/2025 14:58,1,1,RFID,9.9,3,E28011052000789B8CF70A1C,JVD1244,9.9,,65.61,
81,202,K06,201,2,1/10/2025 14:58,1,1,RFID,4.5,3,E2806F122000D802424962B6,SJB8210,4.5,,119.1,
82,202,K06,201,2,1/10/2025 14:59,1,1,RFID,4.5,3,E280110520007B06E96C0ACC,JPV589,4.5,,75.5,
83,202,K06,201,2,1/10/2025 14:59,1,1,RFID,4.5,3,E28011052000735CE8650ACC,JLE3244,4.5,,"1,430.54",
84,202,K06,204,2,1/10/2025 14:59,1,1,RFID,9.9,3,E280110520007916F9BB0ACE,JMV3111,9.9,,70.1,
85,202,K06,204,2,1/10/2025 14:59,1,1,RFID,9.9,3,E280110520007992CDA10A55,JSL6775,9.9,,418.89,
